VC_PERSONAL_CARGO;MO_PERSONAL_REMUNERACIONES;MO_PERSONAL_HONORARIOS;MO_PERSONAL_INCENTIVO;MO_PERSONAL_GRATIFICACION;MO_PERSONAL_OTROS_BENEFICIOS;male;female;CARGO
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2572;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2597;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2686.67;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2600;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2600;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2600;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2600;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2608;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2620;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2636;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2674.8;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2674.8;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;6893.79;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2700;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2700;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2700;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2700;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2700;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2700;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2700;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2700;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;7720;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2753.25;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2864.4;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2772;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;3492.1;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2773.87;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2893.33;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2800;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2846.13;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2870;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;3731.51;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;3731.51;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;3351.75;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;3326.99;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;3269.2;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;3200.71;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;3071.06;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2971.99;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2872.93;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2900;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2900;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2900;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2900;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2916.67;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;4887.66;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;4755.2;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;4755.2;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;4160.8;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;4061.73;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;3368.27;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;3368.27;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;3368.27;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;3269.2;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;3170.13;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;3170.13;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;3096.66;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;3071.07;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;3071.07;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;3071.07;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;1;0;1
CONTRATO ADMVO SERVICIOS;0;2972;0;0;0;0;1;1
